"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name","~end_node_property_score","~end_node_property_description","~start_node_property_scf_id","~start_node_property_strength","~start_node_property_description"
"312","Policy","Thread Separation","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-04.3",7,"Mechanisms exist to maintain a separate execution domain for each thread in multi-threaded processing. "
"313","Policy","Information In Shared Resources ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-05",8,"Mechanisms exist to prevent unauthorized and unintended information transfer via shared system resources. "
"314","Policy","Prevent Program Execution","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-06",8,"Automated mechanisms exist to prevent the execution of unauthorized software programs. "
"315","Policy","Predictable Failure Analysis ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-07",5,"Mechanisms exist to determine the Mean Time to Failure (MTTF) for system components in specific environments of operation."
"316","Policy","Technology Lifecycle Management","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-07.1",7,"Mechanisms exist to manage the usable lifecycles of technology assets. "
"317","Policy","Fail Secure","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-07.2",8,"Mechanisms exist to enable systems to fail to an organization-defined known-state for types of failures, preserving system state information in failure. "
"318","Policy","Fail Safe","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-07.3",8,"Mechanisms exist to implement fail-safe procedures when failure conditions occur. "
"319","Policy","Non-Persistence ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-08",9,"Mechanisms exist to implement non-persistent system components and services that are initiated in a known state and terminated upon the end of the session of use or periodically at an organization-defined frequency. "
"320","Policy","Refresh from Trusted Sources","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-08.1",5,"Mechanisms exist to ensure that software and data needed for information system component and service refreshes are obtained from trusted sources."
"321","Policy","Information Output Filtering ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-09",8,"Mechanisms exist to validate information output from software programs and/or applications to ensure that the information is consistent with the expected content. "
"322","Policy","Limit Personal Data (PD) Dissemination","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-09.1",8,"Mechanisms exist to limit the dissemination of Personal Data (PD) to organization-defined elements identified in the Data Protection Impact Assessment (DPIA) and consistent with authorized purposes."
"323","Policy","Memory Protection ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-10",8,"Mechanisms exist to implement security safeguards to protect system memory from unauthorized code execution. "
"324","Policy","Honeypots ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-11",3,"Mechanisms exist to utilize honeypots that are specifically designed to be the target of malicious attacks for the purpose of detecting, deflecting and analyzing such attacks. "
"325","Policy","Honeyclients ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-12",3,"Mechanisms exist to utilize honeyclients that proactively seek to identify malicious websites and/or web-based malicious code. "
"326","Policy","Heterogeneity ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-13",3,"Mechanisms exist to utilize a diverse set of technologies for system components to reduce the impact of technical vulnerabilities from the same Original Equipment Manufacturer (OEM). "
"327","Policy","Virtualization Techniques ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-13.1",6,"Mechanisms exist to utilize virtualization techniques to support the employment of a diversity of operating systems and applications."
"328","Policy","Concealment & Misdirection ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-14",2,"Mechanisms exist to utilize concealment and misdirection techniques for systems to confuse and mislead adversaries. "
"329","Policy","Randomness","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-14.1",5,"Automated mechanisms exist to introduce randomness into organizational operations and assets."
"330","Policy","Change Processing & Storage Locations","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-14.2",5,"Automated mechanisms exist to change the location of processing and/or storage at random time intervals."
"331","Policy","Distributed Processing & Storage ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-15",4,"Mechanisms exist to distribute processing and storage across multiple physical locations. "
"332","Policy","Non-Modifiable Executable Programs ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-16",1,"Mechanisms exist to utilize non-modifiable executable programs that load and execute the operating environment and applications from hardware-enforced, read-only media."
"333","Policy","Secure Log-On Procedures ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-17",8,"Mechanisms exist to utilize a trusted communications path between the user and the security functions of the system."
"334","Policy","System Use Notification (Logon Banner)","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-18",9,"Mechanisms exist to utilize system use notification / logon banners that display an approved system use notification message or banner before granting access to the system that provides cybersecurity & data privacy notices."
"335","Policy","Standardized Microsoft Windows Banner","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-18.1",9,"Mechanisms exist to configure Microsoft Windows-based systems to display an approved logon banner before granting access to the system that provides cybersecurity & data privacy notices."
"336","Policy","Truncated Banner","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-18.2",9,"Mechanisms exist to utilize a truncated system use notification / logon banner on systems not capable of displaying a logon banner from a centralized source, such as Active Directory."
"337","Policy","Previous Logon Notification","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-19",3,"Mechanisms exist to configure systems that process, store or transmit sensitive/regulated data to notify the user, upon successful logon, of the number of unsuccessful logon attempts since the last successful logon."
"338","Policy","Clock Synchronization","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-20",9,"Mechanisms exist to utilize time-synchronization technology to synchronize all critical system clocks. "
"339","Policy","Technology Development & Acquisition","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - TDA-01",10,"Mechanisms exist to facilitate the implementation of tailored development and acquisition strategies, contract tools and procurement methods to meet unique business needs."
"340","Policy","Product Management","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - TDA-01.1",10,"Mechanisms exist to design and implement product management processes to update products, including systems, software and services, to improve functionality and correct security deficiencies."
"341","Policy","Integrity Mechanisms for Software / Firmware Updates ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - TDA-01.2",5,"Mechanisms exist to utilize integrity validation mechanisms for security updates."
"342","Policy","Malware Testing Prior to Release ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - TDA-01.3",9,"Mechanisms exist to utilize at least one (1) malware detection tool to identify if any known malware exists in the final binaries of the product or security update."
"343","Policy","Minimum Viable Product (MVP) Security Requirements ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - TDA-02",9,"Mechanisms exist to ensure risk-based technical and functional specifications are established to define a Minimum Viable Product (MVP)."
"344","Policy","Ports, Protocols & Services In Use","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - TDA-02.1",8,"Mechanisms exist to require the developers of systems, system components or services to identify early in the Secure Development Life Cycle (SDLC), the functions, ports, protocols and services intended for use. "
"345","Policy","Information Assurance Enabled Products","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - TDA-02.2",2,"Mechanisms exist to limit the use of commercially-provided Information Assurance (IA) and IA-enabled IT products to those products that have been successfully evaluated against a National Information Assurance partnership (NIAP)-approved Protection Profile or the cryptographic module is FIPS-validated or NSA-approved."
"346","Policy","Development Methods, Techniques & Processes","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - TDA-02.3",5,"Mechanisms exist to require software vendors / manufacturers to demonstrate that their software development processes employ industry-recognized secure practices for secure programming, engineering methods, quality control processes and validation techniques to minimize flawed or malformed software."
"347","Policy","Pre-Established Secure Configurations","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - TDA-02.4",8,"Mechanisms exist to ensure vendors / manufacturers:  ▪ Deliver the system, component, or service with a pre-established, secure configuration implemented; and  ▪ Use the pre-established, secure configuration as the default for any subsequent system, component, or service reinstallation or upgrade."
"348","Policy","Identification & Justification of Ports, Protocols & Services","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - TDA-02.5",8,"Mechanisms exist to require process owners to identify, document and justify the business need for the ports, protocols and other services necessary to operate their technology solutions. "
"349","Policy","Insecure Ports, Protocols & Services","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - TDA-02.6",9,"Mechanisms exist to mitigate the risk associated with the use of insecure ports, protocols and services necessary to operate technology solutions. "
"350","Policy","Cybersecurity & Data Privacy Representatives For Product Changes","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - TDA-02.7",10,"Mechanisms exist to include appropriate cybersecurity & data privacy representatives in the product feature and/or functionality change control review process."
