"~id","~labels","name","score","description","scf_id","strength"
"431","Policy","Adequate Security for Sensitive / Regulated Data In Support of Contracts",,"Mechanisms exist to protect sensitive / regulated data that is collected, developed, received, transmitted, used or stored in support of the performance of a contract. ","IAO-03.2",7
"432","Policy","Threat Analysis & Flaw Remediation During Development",,"Mechanisms exist to require system developers and integrators to create and execute a Security Test and Evaluation (ST&E) plan to identify and remediate flaws during development.","IAO-04",10
"433","Policy","Plan of Action & Milestones (POA&M)",,"Mechanisms exist to generate a Plan of Action and Milestones (POA&M), or similar risk register, to document planned remedial actions to correct weaknesses or deficiencies noted during the assessment of the security controls and to reduce or eliminate known vulnerabilities.","IAO-05",9
"434","Policy","Plan of Action & Milestones (POA&M) Automation",,"Automated mechanisms exist to help ensure the Plan of Action and Milestones (POA&M), or similar risk register, is accurate, up-to-date and readily-available.","IAO-05.1",2
"435","Policy","Technical Verification",,"Mechanisms exist to perform Information Assurance Program (IAP) activities to evaluate the design, implementation and effectiveness of technical cybersecurity & data privacy controls.","IAO-06",8
"436","Policy","Security Authorization ",,"Mechanisms exist to ensure systems, projects and services are officially authorized prior to 'go live' in a production environment.","IAO-07",10
"437","Policy","Statutory, Regulatory & Contractual Compliance ",,"Mechanisms exist to facilitate the identification and implementation of relevant statutory, regulatory and contractual controls.","IAO - CPL-01",10
"438","Policy","Non-Compliance Oversight",,"Mechanisms exist to document and review instances of non-compliance with statutory, regulatory and/or contractual obligations to develop appropriate risk mitigation actions.","IAO - CPL-01.1",9
"439","Policy","Compliance Scope",,"Mechanisms exist to document and validate the scope of cybersecurity & data privacy controls that are determined to meet statutory, regulatory and/or contractual compliance obligations.","IAO - CPL-01.2",10
"440","Policy","Cybersecurity & Data Privacy Controls Oversight ",,"Mechanisms exist to provide a security & data privacy controls oversight function that reports to the organization's executive leadership.","IAO - CPL-02",10
"441","Policy","Internal Audit Function",,"Mechanisms exist to implement an internal audit function that is capable of providing senior organization management with insights into the appropriateness of the organization's technology and information governance processes.","IAO - CPL-02.1",5
"442","Policy","Cybersecurity & Data Privacy Assessments ",,"Mechanisms exist to ensure managers regularly review the processes and documented procedures within their area of responsibility to adhere to appropriate security policies, standards and other applicable requirements.","IAO - CPL-03",10
"443","Policy","Independent Assessors ",,"Mechanisms exist to utilize independent assessors to evaluate cybersecurity & data privacy controls at planned intervals or when the system, service or project undergoes significant changes.","IAO - CPL-03.1",6
"444","Policy","Functional Review Of Cybersecurity & Data Privacy Controls ",,"Mechanisms exist to regularly review technology assets for adherence to the organization’s cybersecurity & data privacy policies and standards. ","IAO - CPL-03.2",8
"445","Policy","Audit Activities ",,"Mechanisms exist to thoughtfully plan audits by including input from operational risk and compliance partners to minimize the impact of audit-related activities on business operations.","IAO - CPL-04",5
"446","Policy","Legal Assessment of Investigative Inquires",,"Mechanisms exist to determine whether a government agency has an applicable and valid legal basis to request data from the organization and what further steps need to be taken, if necessary.","IAO - CPL-05",2
"447","Policy","Investigation Request Notifications",,"Mechanisms exist to notify customers about investigation request notifications, unless the applicable legal basis for a government agency's action prohibits notification (e.g., potential criminal prosecution).","IAO - CPL-05.1",2
"448","Policy","Investigation Access Restrictions",,"Mechanisms exist to support official investigations by provisioning government investigators with 'least privileges' and 'least functionality' to ensure that government investigators only have access to the data and systems needed to perform the investigation.","IAO - CPL-05.2",2
"449","Policy","Government Surveillance",,"Mechanisms exist to constrain the host government from having unrestricted and non-monitored access to the organization's systems, applications and services that could potentially violate other applicable statutory, regulatory and/or contractual obligations.","IAO - CPL-06",10
"450","Policy","Cybersecurity & Data Privacy-Minded Workforce ",,"Mechanisms exist to facilitate the implementation of security workforce development and awareness controls. ","IAO - SAT-01",8
"451","Policy","Cybersecurity & Data Privacy Awareness Training",,"Mechanisms exist to provide all employees and contractors appropriate awareness education and training that is relevant for their job function. ","IAO - SAT-02",8
"452","Policy","Simulated Cyber Attack Scenario Training",,"Mechanisms exist to include simulated actual cyber-attacks through practical exercises that are aligned with current threat scenarios.","IAO - SAT-02.1",3
"453","Policy","Social Engineering & Mining",,"Mechanisms exist to include awareness training on recognizing and reporting potential and actual instances of social engineering and social mining.","IAO - SAT-02.2",5
"454","Policy","Role-Based Cybersecurity & Data Privacy Training ",,"Mechanisms exist to provide role-based cybersecurity & data privacy-related training:   ▪ Before authorizing access to the system or performing assigned duties;   ▪ When required by system changes; and   ▪ Annually thereafter.","IAO - SAT-03",8
"455","Policy","Practical Exercises ",,"Mechanisms exist to include practical exercises in cybersecurity & data privacy training that reinforce training objectives.","IAO - SAT-03.1",3
